"Data Source","World Development Indicators",

"Last Updated Date","2019-07-10",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Cabo Verde","CPV","Fixed broadband subscriptions (per 100 people)","IT.NET.BBND.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.060513531","0.197443143","0.377291777","0.787972979","1.500844988","2.207810239","3.198947419","4.198658838","3.862609173","4.076476718","3.623605484","3.108950241","2.880309882","2.744020733","",
"Costa Rica","CRI","Fixed broadband subscriptions (per 100 people)","IT.NET.BBND.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.221229355","0.360593906","0.667082553","1.057337127","1.933882195","2.174177228","2.481968652","4.069592179","8.718098775","9.124755406","9.638638609","10.30262827","10.85294504","11.61965884","13.15731828","15.16665379","",
"Caribbean small states","CSS","Fixed broadband subscriptions (per 100 people)","IT.NET.BBND.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.416264498780471","0.986201006106932","1.54168149674651","2.05305229353294","3.0893128336737","3.69941357886275","4.83383282666234","6.25635669481334","6.77450596318965","7.08896628969891","8.86683010683102","9.473656559923","10.5179640200321","12.4516374035584","13.5016738734773","13.6860346387371","",
"Cuba","CUB","Fixed broadband subscriptions (per 100 people)","IT.NET.BBND.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.017215622","0.019858964","0.025471344","0.032700815","0.038935587","0.044042661","0.046967416","0.068122017","0.071169117","0.125723446","0.292007513","",
"Curacao","CUW","Fixed broadband subscriptions (per 100 people)","IT.NET.BBND.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.11651936","23.25848939","23.88714936","24.70289818","25.31485349","26.80098638","30.73894817","",
"Cayman Islands","CYM","Fixed broadband subscriptions (per 100 people)","IT.NET.BBND.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.12171711","33.70548463","33.96328391","33.25615511","33.59525755","34.83750493","39.6623403","45.66649434","40.37686168","50.73506717","",
"Cyprus","CYP","Fixed broadband subscriptions (per 100 people)","IT.NET.BBND.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.260015539","0.599973262","1.005167601","1.680415822","3.085069912","6.017662647","9.181963983","18.74455899","21.80944121","23.49341549","24.98810365","25.53304781","26.591832","28.55262541","30.91448227","32.77041657","34.79477524","",
"Czech Republic","CZE","Fixed broadband subscriptions (per 100 people)","IT.NET.BBND.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.024296391","0.060362933","0.149232783","0.338793452","2.304752872","6.91217425","10.80276644","14.45186667","16.88047557","19.41584909","21.4608734","23.74082374","25.09720873","26.95901762","28.25692931","27.7884962","28.93210191","29.62894353","",
"Germany","DEU","Fixed broadband subscriptions (per 100 people)","IT.NET.BBND.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.325202226","2.575554252","3.927124913","5.472140774","8.566289602","13.20758788","18.36783807","24.28118735","27.99195335","30.83358402","32.34071269","33.6781856","34.48624747","35.24507723","36.29027045","37.58200947","39.06504075","40.47081904","",
"Djibouti","DJI","Fixed broadband subscriptions (per 100 people)","IT.NET.BBND.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000557426","0.000682397","0.000804051","","","0.005362245","0.019090489","0.134914418","0.297836765","0.631542469","0.946723594","1.305175781","1.691699246","1.974488339","2.203770375","2.605632436","2.576053264","2.548524794","",
"Dominica","DMA","Fixed broadband subscriptions (per 100 people)","IT.NET.BBND.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.114817154","0.251184154","3.20520165","3.782118043","4.622117393","4.814022966","6.072845905","7.04721635","9.848889889","10.24863469","11.63353863","11.58286623","11.79834546","14.73342541","14.81903872","20.71977256","21.0584284","20.86303686","",
"Denmark","DNK","Fixed broadband subscriptions (per 100 people)","IT.NET.BBND.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.254401169","4.441904554","8.399659693","13.33401275","18.83470322","24.78658916","31.87399746","34.79992622","36.48155306","36.60053195","38.02817865","38.38967858","38.84649934","40.30639874","41.34524288","42.27616351","43.09276997","43.67044088","",
"Dominican Republic","DOM","Fixed broadband subscriptions (per 100 people)","IT.NET.BBND.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.16726585","0.409282744","0.656818041","1.097815488","1.828130752","2.481372944","3.230966615","3.945297957","4.227734952","4.762455748","5.122943644","5.765952286","6.516729902","7.206010523","7.583032894","",
"Algeria","DZA","Fixed broadband subscriptions (per 100 people)","IT.NET.BBND.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.055549531","0.109652142","0.405546226","0.503287429","0.836846542","1.391250868","2.306449939","2.491857372","2.663671302","3.073930424","3.33867504","4.089891337","5.691650443","7.042218731","7.76963059","",
"East Asia & Pacific (excluding high income)","EAP","Fixed broadband subscriptions (per 100 people)","IT.NET.BBND.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00178358841988128","0.0219099744641324","0.196546498400068","0.635623573485677","1.40637295380093","2.06270899219058","2.8189397695602","3.73109683633798","4.67731614460869","5.90609747548943","7.37034249577437","8.66482026531425","9.91743373264664","10.6344125491161","11.2341263098704","14.775563562093","17.0663831019909","20.6488083768559","",
"Early-demographic dividend","EAR","Fixed broadband subscriptions (per 100 people)","IT.NET.BBND.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0195779691291476","0.0533562341833198","0.105490718939592","0.206599870991809","0.364369798765528","0.561397623801246","0.812272426597081","1.14163293117231","1.4777673886632","1.75084647344814","2.03199056661401","2.35249284328234","2.58166723200318","2.80138605780352","3.05081813250142","3.36347766387503","3.60624031924426","",
"East Asia & Pacific","EAS","Fixed broadband subscriptions (per 100 people)","IT.NET.BBND.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.322448930971004","0.743068354878624","1.37836246823053","2.10538584868161","3.1213566603681","3.93554884977316","4.9439616550184","5.77430874639397","6.92449641004187","8.17852149098202","9.69830205507992","10.8612950626713","12.0996048650651","12.8172123261677","13.4433360194263","16.5622455110656","18.6981847436705","21.9743500731729","",
"Europe & Central Asia (excluding high income)","ECA","Fixed broadband subscriptions (per 100 people)","IT.NET.BBND.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0186873352342014","0.240373617777335","0.444040334604955","1.03576105588092","2.12408548965544","3.63207109577095","5.59266901172604","7.20114107018866","8.84646009378734","9.99939289542625","11.5112728171562","12.9268458266366","13.5509987724904","14.8923246324745","15.6564996290321","17.2109061733716","",
"Europe & Central Asia","ECS","Fixed broadband subscriptions (per 100 people)","IT.NET.BBND.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.88740244390856","3.18422682875514","5.48706105444514","7.68697865226456","10.6898891173661","13.3732955351832","15.5492461841634","17.3722830320418","19.0044387580155","20.3421572121284","21.5411032083971","22.8163873274873","23.7082375967871","24.9132112632172","25.8513834552894","27.1333263378088","",
"Ecuador","ECU","Fixed broadband subscriptions (per 100 people)","IT.NET.BBND.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.020408076","0.049716724","0.05204069","0.08601261","0.195016714","0.32933643","0.703955023","1.07975311","1.642015414","1.481918942","4.341487697","5.471610085","6.758291502","8.297916785","9.214309287","8.919193988","10.12810455","",
"Egypt, Arab Rep.","EGY","Fixed broadband subscriptions (per 100 people)","IT.NET.BBND.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.070170708","0.074139714","0.105087562","0.183644698","0.330769126","0.600262119","0.950842616","1.30660124","1.72591763","2.1481972","2.606409417","2.980001666","3.341457639","4.080277871","4.670525242","5.354323204","",
"Euro area","EMU","Fixed broadband subscriptions (per 100 people)","IT.NET.BBND.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.448712361081176","1.68664808769007","3.23898389545116","5.41444807547142","9.13098210970371","13.1678567337879","17.4123077964103","21.381621927004","24.0208995602912","26.1825647466693","27.8935468855059","29.1659627892698","30.1721614536199","31.2602522261358","32.4920574268829","33.7181373673699","34.957708486668","36.1340140860469","",
"Eritrea","ERI","Fixed broadband subscriptions (per 100 people)","IT.NET.BBND.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.001039541","0.001624004","0.002687413","0.003151056","0.004056148","0.003139111","0.004214035","0.01031571","0.012109848","0.019728415","",
"Spain","ESP","Fixed broadband subscriptions (per 100 people)","IT.NET.BBND.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.186677439","1.127268165","2.971252946","4.974819596","7.846090259","11.43256606","15.06770227","17.74640966","19.86172775","21.08740386","22.76700985","23.80732087","24.59492421","26.23705144","27.95455346","29.18876692","30.44961186","31.64367784","",
"Estonia","EST","Fixed broadband subscriptions (per 100 people)","IT.NET.BBND.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.255560529","3.362907635","6.577274969","10.17017891","13.21877065","18.29100635","19.71241124","21.99427937","23.47791261","26.11534252","26.26717322","26.37920078","27.31226732","28.14172771","29.20420186","30.08026259","30.90043615","",
"Ethiopia","ETH","Fixed broadband subscriptions (per 100 people)","IT.NET.BBND.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.86E-05","4.69E-05","7.95E-05","0.000331005","0.001279006","0.001798403","0.004095239","0.004682868","0.007055224","0.009232598","0.250893361","0.48403062","0.478607674","0.5458814","0.052402194","",
"European Union","EUU","Fixed broadband subscriptions (per 100 people)","IT.NET.BBND.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.436890362984337","1.38099656161235","2.79105080455516","4.79843503618932","8.11465841906953","12.1067462183563","16.4182437108487","20.2833324985598","22.7601350175527","24.7487049878853","26.3656725199762","27.8814313467141","28.8648454568528","30.0527016415323","31.1568956208967","32.2972375072847","33.4215513298106","34.5422397119489","",
"Fragile and conflict affected situations","FCS","Fixed broadband subscriptions (per 100 people)","IT.NET.BBND.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0993070219033266","0.165571997264729","0.18546087228185","","","0.4566904913279","0.752290902679547","0.753523858489511","0.875847337137774","0.753790414271217","",
